system:time_start,blue,coastal,green,nir,red,sensor,swir22
"May 26, 1996","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 11, 1996","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 13, 1996","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 29, 1996","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Aug 14, 1996","7,700","10,795","7,700","7,700","7,700","10,795","7,700"
"Aug 30, 1996","10,789","10,795","10,789","10,789","10,789","10,795","10,789"
"Sep 15, 1996","3,248","10,795","3,248","3,248","3,248","10,795","3,248"
"Oct 1, 1996","10,659","10,795","10,659","10,659","10,659","10,795","10,659"
"Oct 17, 1996","10,121","10,795","10,121","10,121","10,121","10,795","10,121"
"Nov 2, 1996","10,720","10,795","10,720","10,720","10,720","10,795","10,720"
"Jan 5, 1997",4,"10,795",4,4,4,"10,795",4
"Jan 21, 1997",0,"10,795",0,0,0,"10,795",0
"Feb 6, 1997",0,"10,795",0,0,0,"10,795",0
"Feb 22, 1997","10,774","10,795","10,774","10,774","10,774","10,795","10,774"
"Mar 10, 1997",0,"10,795",0,0,0,"10,795",0
"Mar 26, 1997",402,"10,795",402,402,402,"10,795",402
"Apr 11, 1997","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 27, 1997","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 13, 1997",0,"10,795",0,0,0,"10,795",0
"May 29, 1997",0,"10,795",0,0,0,"10,795",0
"Jun 14, 1997","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Jul 16, 1997",0,"10,795",0,0,0,"10,795",0
"Aug 1, 1997","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Aug 17, 1997","2,810","10,795","2,810","2,810","2,810","10,795","2,810"
"Sep 2, 1997","10,792","10,795","10,792","10,792","10,792","10,795","10,792"
"Sep 18, 1997",374,"10,795",374,374,374,"10,795",374
"Oct 4, 1997",0,"10,795",0,0,0,"10,795",0
"Oct 20, 1997","10,129","10,795","10,129","10,129","10,129","10,795","10,129"
"Nov 5, 1997","10,238","10,795","10,238","10,238","10,238","10,795","10,238"
"Nov 21, 1997","2,233","10,795","2,233","2,233","2,233","10,795","2,233"
"Jan 8, 1998",11,"10,795",11,11,11,"10,795",11
"Jan 24, 1998","8,770","10,795","8,770","8,770","8,770","10,795","8,770"
"Feb 9, 1998","9,877","10,795","9,877","9,877","9,877","10,795","9,877"
"Feb 25, 1998",692,"10,795",692,692,692,"10,795",692
"Mar 13, 1998",72,"10,795",72,72,72,"10,795",72
"Mar 29, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 14, 1998",0,"10,795",0,0,0,"10,795",0
"Apr 30, 1998",0,"10,795",0,0,0,"10,795",0
"Jun 1, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jun 17, 1998","10,794","10,795","10,794","10,794","10,794","10,795","10,794"
"Jul 3, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jul 19, 1998","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Aug 4, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Sep 5, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Sep 21, 1998","10,707","10,795","10,707","10,707","10,707","10,795","10,707"
"Oct 7, 1998","10,769","10,795","10,769","10,769","10,769","10,795","10,769"
"Oct 23, 1998","10,743","10,795","10,743","10,743","10,743","10,795","10,743"
"Nov 8, 1998","2,398","10,795","2,398","2,398","2,398","10,795","2,398"
"Nov 24, 1998",0,"10,795",0,0,0,"10,795",0
"Dec 10, 1998",119,"10,795",119,119,119,"10,795",119
"Dec 26, 1998","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Jan 11, 1999",854,"10,795",854,854,854,"10,795",854
"Jan 27, 1999","6,303","10,795","6,303","6,303","6,303","10,795","6,303"
"Feb 12, 1999",0,"10,795",0,0,0,"10,795",0
"Mar 16, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 1, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Apr 17, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"May 3, 1999",0,"10,795",0,0,0,"10,795",0
"May 19, 1999",0,"10,795",0,0,0,"10,795",0
"Jun 4, 1999",292,"10,795",292,292,292,"10,795",292
"Jun 20, 1999",0,"10,795",0,0,0,"10,795",0
"Jul 14, 1999","10,746","10,795","10,746","10,746","10,746","10,795","10,746"
"Jul 22, 1999","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Jul 30, 1999","10,774","10,795","10,774","10,774","10,774","10,795","10,774"
"Aug 7, 1999",0,"10,795",0,0,0,"10,795",0
"Aug 15, 1999","10,793","10,795","10,793","10,793","10,793","10,795","10,793"
"Aug 23, 1999",0,"10,795",0,0,0,"10,795",0
"Aug 31, 1999",0,"10,795",0,0,0,"10,795",0
"Sep 8, 1999","10,795","10,795","10,795","10,795","10,795","10,795","10,795"
"Sep 16, 1999","10,789","10,795","10,789","10,789","10,789","10,795","10,789"
"Oct 2, 1999","10,765","10,795","10,765","10,765","10,765","10,795","10,765"
"Oct 10, 1999","10,463","10,795","10,463","10,463","10,463","10,795","10,463"
"Oct 18, 1999","9,751","10,795","9,751","9,751","9,751","10,795","9,751"
"Nov 3, 1999",177,"10,795",177,177,177,"10,795",177
"Nov 11, 1999",0,"10,795",0,0,0,"10,795",0
"Nov 19, 1999",0,"10,795",0,0,0,"10,795",0
