system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Jun 24, 1993","19,849","25,920","19,849","19,849","19,849","25,920","19,849"
"Jul 3, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jul 10, 1993","18,863","25,920","18,863","18,863","18,863","25,920","18,863"
"Jul 19, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Aug 4, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Aug 11, 1993","24,945","25,920","24,945","24,945","24,945","25,920","24,945"
"Aug 20, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Aug 27, 1993","25,579","25,920","25,579","25,579","25,579","25,920","25,579"
"Sep 5, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 21, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 28, 1993","25,886","25,920","25,886","25,886","25,886","25,920","25,886"
"Oct 23, 1993","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Oct 30, 1993",0,"25,920",0,0,0,"25,920",0
"Nov 8, 1993",0,"25,920",0,0,0,"25,920",0
"Nov 15, 1993","25,885","25,920","25,885","25,885","25,885","25,920","25,885"
"Dec 1, 1993","12,105","25,920","12,105","12,105","12,105","25,920","12,105"
"Dec 10, 1993",0,"25,920",0,0,0,"25,920",0
"Dec 17, 1993","9,738","25,920","9,738","9,738","9,738","25,920","9,738"
"Dec 26, 1993",0,"25,920",0,0,0,"25,920",0
"Jan 2, 1994","13,689","25,920","13,689","13,689","13,689","25,920","13,689"
"Jan 11, 1994","16,929","25,920","16,929","16,929","16,929","25,920","16,929"
"Jan 27, 1994",64,"25,920",64,64,64,"25,920",64
"Feb 3, 1994","14,390","25,920","14,390","14,390","14,390","25,920","14,390"
"Feb 12, 1994",0,"25,920",0,0,0,"25,920",0
"Feb 19, 1994","10,648","25,920","10,648","10,648","10,648","25,920","10,648"
"Feb 28, 1994","11,827","25,920","11,827","11,827","11,827","25,920","11,827"
"Mar 7, 1994","6,638","25,920","6,638","6,638","6,638","25,920","6,638"
"Mar 16, 1994","25,560","25,920","25,560","25,560","25,560","25,920","25,560"
"Mar 23, 1994",4,"25,920",4,4,4,"25,920",4
"Apr 1, 1994","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 8, 1994",40,"25,920",40,40,40,"25,920",40
"Apr 17, 1994",0,"25,920",0,0,0,"25,920",0
"Apr 24, 1994",41,"25,920",41,41,41,"25,920",41
"May 3, 1994",0,"25,920",0,0,0,"25,920",0
"May 10, 1994",57,"25,920",57,57,57,"25,920",57
"Jun 4, 1994",0,"25,920",0,0,0,"25,920",0
"Jul 6, 1994","2,982","25,920","2,982","2,982","2,982","25,920","2,982"
"Jul 22, 1994","1,424","25,920","1,424","1,424","1,424","25,920","1,424"
"Jul 29, 1994",858,"25,920",858,858,858,"25,920",858
"Aug 7, 1994","24,641","25,920","24,641","24,641","24,641","25,920","24,641"
"Aug 14, 1994",0,"25,920",0,0,0,"25,920",0
"Aug 23, 1994",0,"25,920",0,0,0,"25,920",0
"Aug 30, 1994","3,362","25,920","3,362","3,362","3,362","25,920","3,362"
"Sep 8, 1994","16,094","25,920","16,094","16,094","16,094","25,920","16,094"
"Sep 15, 1994",0,"25,920",0,0,0,"25,920",0
"Sep 24, 1994","22,976","25,920","22,976","22,976","22,976","25,920","22,976"
"Oct 10, 1994","8,885","25,920","8,885","8,885","8,885","25,920","8,885"
"Oct 17, 1994","3,244","25,920","3,244","3,244","3,244","25,920","3,244"
"Oct 26, 1994",0,"25,920",0,0,0,"25,920",0
"Nov 2, 1994","12,404","25,920","12,404","12,404","12,404","25,920","12,404"
"Nov 11, 1994","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Nov 18, 1994","17,214","25,920","17,214","17,214","17,214","25,920","17,214"
"Nov 27, 1994",0,"25,920",0,0,0,"25,920",0
"Dec 4, 1994","13,494","25,920","13,494","13,494","13,494","25,920","13,494"
"Dec 13, 1994",356,"25,920",356,356,356,"25,920",356
"Dec 20, 1994",0,"25,920",0,0,0,"25,920",0
"Dec 29, 1994","25,835","25,920","25,835","25,835","25,835","25,920","25,835"
"Jan 5, 1995","9,743","25,920","9,743","9,743","9,743","25,920","9,743"
"Jan 21, 1995","9,239","25,920","9,239","9,239","9,239","25,920","9,239"
"Feb 6, 1995","12,245","25,920","12,245","12,245","12,245","25,920","12,245"
"Feb 15, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Feb 22, 1995","12,450","25,920","12,450","12,450","12,450","25,920","12,450"
"Mar 10, 1995","8,194","25,920","8,194","8,194","8,194","25,920","8,194"
"Mar 19, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Mar 26, 1995","11,967","25,920","11,967","11,967","11,967","25,920","11,967"
"Apr 4, 1995",0,"25,920",0,0,0,"25,920",0
"Apr 11, 1995","10,196","25,920","10,196","10,196","10,196","25,920","10,196"
"Apr 20, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 27, 1995","3,000","25,920","3,000","3,000","3,000","25,920","3,000"
"May 6, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"May 13, 1995","11,383","25,920","11,383","11,383","11,383","25,920","11,383"
"May 22, 1995","25,914","25,920","25,914","25,914","25,914","25,920","25,914"
"May 29, 1995","10,160","25,920","10,160","10,160","10,160","25,920","10,160"
"Jun 7, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jun 14, 1995","7,534","25,920","7,534","7,534","7,534","25,920","7,534"
"Jun 30, 1995","2,365","25,920","2,365","2,365","2,365","25,920","2,365"
"Jul 9, 1995","21,663","25,920","21,663","21,663","21,663","25,920","21,663"
"Jul 16, 1995","1,054","25,920","1,054","1,054","1,054","25,920","1,054"
"Jul 25, 1995",0,"25,920",0,0,0,"25,920",0
"Aug 10, 1995","7,150","25,920","7,150","7,150","7,150","25,920","7,150"
"Aug 26, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 11, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 27, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Oct 13, 1995","4,814","25,920","4,814","4,814","4,814","25,920","4,814"
"Oct 29, 1995","25,918","25,920","25,918","25,918","25,918","25,920","25,918"
"Nov 14, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Nov 21, 1995",0,"25,920",0,0,0,"25,920",0
"Dec 7, 1995","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 16, 1995","25,860","25,920","25,860","25,860","25,860","25,920","25,860"
"Dec 23, 1995",0,"25,920",0,0,0,"25,920",0
"Jan 17, 1996",2,"25,920",2,2,2,"25,920",2
"Feb 2, 1996","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Feb 9, 1996","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Feb 18, 1996","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Feb 25, 1996","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
